"Record ID","Temperature","Turbidity (cm)","Dissolved Oxygen (mg L-1)","Biochemical Oxygen Demand (mg L-1)","Carbon Dioxide (mg L-1)","pH","Total Alkalinity (mg L-1 as CaCO3)","Total Hardness (mg L-1 as CaCO3)","Calcium (mg L-1)","Estimated Magnesium (mg L-1)","Ammonia (mg L-1)","Nitrite (mg L-1)","Phosphorus (mg L-1)","Hydrogen Sulphide (mg L-1)","Plankton Abundance (No. L-1)","Water Quality Index (WQI)","WQI-Derived Quality Label","WQI-Derived Quality Category","WQI-Derived Aquaculture Suitability Classification","WQI-Derived Aquaculture Suitability Description"
"114","31.597","20.436","1.987","5.758","4.905","6.900","114.909","61.677","13.828","6.593","0.572","0.070","0.201","0.023","1284","68.00","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"115","30.877","18.476","1.611","6.005","3.287","8.185","117.387","58.736","12.653","6.591","0.563","0.069","0.375","0.021","1488","63.92","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"116","16.778","16.454","2.183","5.403","7.726","6.919","167.151","423.105","103.817","39.795","0.574","0.058","0.201","0.021","1466","69.85","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"117","31.970","16.468","2.262","5.761","3.264","8.194","220.183","114.080","11.993","20.431","0.548","0.053","0.201","0.025","1255","68.84","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"118","30.949","17.142","2.085","5.254","3.279","8.188","221.997","328.656","69.866","37.446","0.568","0.062","0.201","0.024","2379","67.92","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"119","31.821","15.709","1.664","5.917","3.257","8.197","170.508","342.183","81.376","33.751","0.550","0.057","0.201","0.021","1488","64.46","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"120","15.601","16.138","1.928","5.588","3.272","8.191","209.790","105.094","11.141","18.765","0.551","0.055","0.202","0.025","1295","66.64","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"121","31.551","19.319","1.884","5.249","3.279","8.189","104.007","45.759","11.175","4.336","0.574","0.065","0.327","0.025","2408","66.46","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"122","15.594","17.636","1.718","5.673","3.251","8.200","117.862","275.343","71.282","23.641","0.571","0.070","0.338","0.024","1528","64.85","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"123","31.749","17.540","2.414","5.456","4.938","6.925","100.253","240.154","64.428","19.251","0.540","0.060","0.373","0.025","2678","71.61","2","Good/Marginal","Suitable","Standard Suitability: Water is generally safe but minor optimization might be required."
"124","31.036","15.334","1.769","5.677","4.803","6.928","212.351","461.656","107.379","46.996","0.546","0.065","0.201","0.025","2390","66.84","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"125","15.795","17.338","1.873","5.374","3.229","8.208","105.250","56.759","13.967","5.314","0.552","0.057","0.351","0.022","2634","66.36","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"126","16.038","18.907","1.945","6.049","7.670","6.906","114.027","64.317","14.678","6.718","0.571","0.066","0.378","0.023","1566","67.50","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"127","16.649","19.373","1.895","5.508","3.251","8.200","209.947","485.440","114.190","48.642","0.543","0.053","0.351","0.024","2449","66.50","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"128","31.026","18.859","2.431","5.875","7.853","6.910","109.579","363.140","96.336","29.769","0.538","0.051","0.364","0.023","2568","71.36","2","Good/Marginal","Suitable","Standard Suitability: Water is generally safe but minor optimization might be required."
"129","15.114","19.959","1.794","6.068","4.306","6.928","157.275","91.101","15.348","12.816","0.570","0.051","0.202","0.021","2747","66.64","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"130","16.530","17.383","2.348","5.685","3.258","8.197","206.316","114.947","14.340","19.218","0.557","0.052","0.201","0.023","2613","69.46","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"131","15.437","17.808","2.192","5.391","3.261","8.196","114.071","347.704","91.469","28.972","0.563","0.055","0.354","0.023","1386","68.58","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"132","31.453","20.052","1.803","5.432","3.280","8.188","159.099","446.093","111.273","40.856","0.544","0.065","0.201","0.021","1296","65.89","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"133","31.219","18.254","2.312","6.009","3.247","8.201","117.934","65.139","14.305","7.144","0.570","0.069","0.201","0.024","2617","68.71","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"134","15.097","19.027","2.412","6.041","3.265","8.194","210.118","280.440","58.609","32.563","0.543","0.053","0.380","0.021","2249","69.67","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"135","17.398","18.628","2.298","5.407","3.281","8.188","113.420","423.774","112.183","34.884","0.562","0.069","0.334","0.023","2586","69.26","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"136","15.036","18.355","2.123","5.976","4.526","6.934","113.910","369.113","97.295","30.638","0.564","0.057","0.201","0.020","2340","69.04","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"137","31.248","19.153","1.818","5.236","3.273","8.191","109.330","46.192","10.481","4.862","0.568","0.059","0.325","0.024","1450","66.07","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"138","31.096","19.357","1.785","5.847","3.236","8.206","169.997","421.710","103.005","39.948","0.538","0.051","0.362","0.021","2392","65.44","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"139","31.800","16.385","1.723","5.651","5.884","6.952","205.408","112.665","13.860","18.955","0.560","0.051","0.352","0.020","2491","66.67","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"140","15.109","20.304","1.759","5.895","3.223","8.211","181.520","99.552","13.945","15.719","0.554","0.062","0.337","0.023","1235","65.03","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"141","31.901","16.427","1.803","5.340","5.949","6.913","102.566","53.912","13.604","4.843","0.554","0.055","0.201","0.020","2743","67.34","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"142","31.421","18.275","1.717","5.579","5.498","6.952","190.182","271.892","59.330","30.050","0.561","0.061","0.368","0.023","1573","66.62","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"143","31.430","18.148","1.791","5.751","3.231","8.208","183.455","463.570","112.299","44.478","0.542","0.050","0.373","0.022","1433","65.54","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"144","31.929","18.674","2.071","5.302","7.359","6.935","193.930","391.776","91.247","39.809","0.542","0.066","0.359","0.023","2275","69.34","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"145","16.066","19.117","2.282","5.400","3.222","8.211","210.123","111.817","12.912","19.324","0.563","0.058","0.365","0.020","1545","69.12","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"146","31.299","17.128","2.435","6.067","7.638","6.907","114.072","413.725","109.360","34.156","0.562","0.069","0.201","0.021","1255","70.95","2","Good/Marginal","Suitable","Standard Suitability: Water is generally safe but minor optimization might be required."
"147","31.715","17.707","1.686","6.042","7.734","6.921","110.241","57.829","13.496","5.860","0.558","0.051","0.326","0.022","1471","65.93","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"148","31.989","20.446","1.972","5.778","5.476","6.896","173.568","84.212","10.999","13.780","0.559","0.053","0.201","0.020","2511","68.04","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"149","15.944","17.489","2.159","5.893","7.883","6.943","175.315","335.476","78.826","33.669","0.565","0.064","0.201","0.022","2710","69.35","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"150","31.003","18.964","2.386","5.706","5.720","6.938","167.460","457.987","113.223","42.562","0.574","0.052","0.201","0.024","1460","71.12","2","Good/Marginal","Suitable","Standard Suitability: Water is generally safe but minor optimization might be required."
"151","15.257","24.785","1.177","5.158","3.361","8.156","145.268","88.979","16.602","11.541","0.519","0.050","0.222","0.026","1693","62.13","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"152","15.423","23.451","1.378","5.162","3.384","8.146","117.147","123.777","30.316","11.675","0.514","0.050","0.281","0.026","1827","63.61","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"153","31.403","31.815","1.171","5.013","3.400","8.140","129.498","84.083","17.678","9.699","0.511","0.050","0.242","0.026","2046","62.34","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"154","31.291","20.731","1.227","5.167","6.100","7.099","103.542","166.997","44.101","13.812","0.529","0.050","0.263","0.026","2016","64.47","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"155","17.065","20.699","1.416","5.003","7.026","7.029","114.602","169.096","42.985","14.998","0.505","0.050","0.257","0.026","1701","65.75","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"156","31.742","27.764","1.064","5.075","3.476","8.110","119.404","130.265","31.731","12.393","0.520","0.050","0.280","0.026","1866","61.62","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"157","16.144","26.184","1.604","5.144","3.351","8.160","102.922","141.896","37.393","11.784","0.532","0.050","0.217","0.026","2186","65.05","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"158","16.766","26.555","1.555","5.125","6.577","7.018","124.195","105.737","24.354","10.909","0.514","0.050","0.266","0.026","2131","66.52","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
